timestamp,can_id,dlc,Raw_Data_Bytes,label
1479121435,131,8,fb 7f 00 00 20 7f 02 bd,R
1479121435,140,8,00 00 00 00 18 00 22 a3,R
1479121435,545,8,d8 59 00 89 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 64,R
1479121435,043f,8,00 40 60 ff 5a 6a 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 6a 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 b4 66 6d 00 00 92,R
1479121435,2,8,00 00 00 00 00 01 03 61,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,130,8,01 80 00 ff 04 80 03 b9,R
1479121435,131,8,f2 7f 00 00 30 7f 03 37,R
1479121435,140,8,00 00 00 00 02 20 23 dc,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 74 23,R
1479121435,02a0,8,40 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 78 09 24 23 00 7d,R
1479121435,329,8,87 b9 7e 14 12 20 00 14,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,545,8,d8 00 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 75,R
1479121435,043f,8,00 40 60 ff 5a 6a 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 6a 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 c4 66 6d 00 00 e2,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 01 04 32,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 74 34,R
1479121435,02a0,8,60 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 78 09 24 23 00 7d,R
1479121435,329,8,87 b9 7e 14 12 20 00 14,R
1479121435,130,8,fd 7f 00 ff 0d 80 04 72,R
1479121435,131,8,ee 7f 00 00 47 7f 04 a4,R
1479121435,140,8,00 00 00 00 04 22 24 12,R
1479121435,545,8,d8 00 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 46,R
1479121435,043f,8,00 40 60 ff 5a 6a 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 6a 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 d4 66 6d 00 00 f2,R
1479121435,05a0,8,00 00 00 00 00 00 00 00,R
1479121435,05a2,8,04 00 a5 03 00 00 00 00,R
1479121435,2,8,00 00 00 00 00 01 05 2f,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,316,8,05 24 78 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,130,8,fb 7f 00 ff fc 7f 05 fa,R
1479121435,131,8,fb 7f 00 00 4b 7f 05 3e,R
1479121435,140,8,00 00 00 00 06 26 25 21,R
1479121435,260,8,1b 24 24 30 ff 90 73 02,R
1479121435,02a0,8,00 00 6b 1d 01 04 dd 00,R
1479121435,329,8,87 b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 89 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 57,R
1479121435,043f,8,00 40 60 ff 5a 6a 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 6a 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 e4 66 6d 00 00 c2,R
1479121435,690,8,00 00 00 00 a0 22 00 00,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 01 06 08,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 8f 73 13,R
1479121435,02a0,8,20 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 78 09 24 23 00 7d,R
1479121435,329,8,dc b9 7e 14 12 20 00 14,R
1479121435,130,8,ff 7f 00 ff df 7f 06 08,R
1479121435,131,8,0e 80 00 00 46 7f 06 08,R
1479121435,140,8,00 00 00 00 08 25 26 db,R
1479121435,545,8,d8 00 00 89 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 a8,R
1479121435,043f,8,00 40 60 ff 5a 68 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 68 08 00,R
1479121435,05f0,2,f4 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 f4 66 6d 00 00 d2,R
1479121435,2,8,00 00 00 00 00 01 07 15,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,316,8,05 24 80 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,130,8,01 80 00 ff d9 7f 07 b1,R
1479121435,131,8,0e 80 00 00 4a 7f 07 1f,R
1479121435,140,8,00 00 00 00 0a 20 27 a4,R
1479121435,260,8,1b 24 24 30 ff 8f 73 24,R
1479121435,02a0,8,40 00 6b 1d 01 04 dd 00,R
1479121435,329,8,dc b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 58 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 b9,R
1479121435,043f,8,00 40 60 ff 5a 66 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 66 08 00,R
1479121435,00a0,8,5f 82 80 09 00 20 02 00,R
1479121435,00a1,8,80 81 00 00 25 00 00 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 04 66 6e 00 00 21,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 01 08 ae,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 8f 6e 39,R
1479121435,02a0,8,60 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 80 09 24 23 00 7d,R
1479121435,329,8,dc b9 7e 14 12 20 00 14,R
1479121435,130,8,01 80 00 ff f3 7f 08 35,R
1479121435,131,8,00 80 00 00 5a 7f 08 bd,R
1479121435,140,8,00 00 00 00 0c 20 28 1a,R
1479121435,545,8,d8 00 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 8a,R
1479121435,043f,8,00 40 60 ff 5a 67 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 67 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 14 66 6e 00 00 31,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,2,8,00 00 00 00 00 01 09 b3,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,316,8,05 24 80 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 8f 6f 05,R
1479121435,130,8,03 80 00 ff 0b 80 09 57,R
1479121435,131,8,09 80 00 00 5e 7f 09 29,R
1479121435,140,8,00 00 00 00 0e 25 29 65,R
1479121435,02a0,8,00 00 6b 1d 01 04 dd 00,R
1479121435,329,8,dc b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 9b,R
1479121435,043f,8,00 40 60 ff 5a 69 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 69 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 24 66 6d 00 00 02,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 01 0a 94,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6f 16,R
1479121435,02a0,8,20 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 80 09 24 23 00 7d,R
1479121435,329,8,dc b9 7e 14 12 20 00 14,R
1479121435,130,8,06 80 00 ff 0b 80 0a 44,R
1479121435,131,8,09 80 00 00 4f 7f 0a 99,R
1479121435,140,8,00 00 00 00 10 27 2a cb,R
1479121435,545,8,d8 00 00 8a 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 ec,R
1479121435,043f,8,00 40 60 ff 5a 6c 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 6c 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 34 66 6d 00 00 12,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,2,8,00 00 00 00 00 01 0b 89,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,316,8,05 24 80 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,130,8,03 80 00 ff f5 7f 0b ad,R
1479121435,131,8,f7 7f 00 00 40 7f 0b a3,R
1479121435,140,8,00 00 00 00 12 25 2b 4d,R
1479121435,260,8,1b 24 24 30 ff 90 6f 27,R
1479121435,02a0,8,40 00 6b 1d 01 04 dd 00,R
1479121435,329,8,dc b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 89 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 fd,R
1479121435,043f,8,00 40 60 ff 5a 6b 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 6b 08 00,R
1479121435,05f0,2,f4 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 44 66 6d 00 00 62,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 01 0c da,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,130,8,fb 7f 00 ff ec 7f 0c 17,R
1479121435,131,8,e0 7f 00 00 3e 7f 0c 86,R
1479121435,140,8,00 00 00 00 14 21 2c 36,R
1479121435,260,8,1b 24 24 30 ff 90 6f 38,R
1479121435,02a0,8,60 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,329,8,dc b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 58 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 ce,R
1479121435,043f,8,00 40 60 ff 5a 67 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 67 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 54 66 6d 00 00 72,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,2,8,00 00 00 00 00 01 0d c7,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6f 05,R
1479121435,130,8,f8 7f 00 ff 02 80 0d 35,R
1479121435,131,8,f2 7f 00 00 46 7f 0d dc,R
1479121435,140,8,00 00 00 00 16 00 2d 11,R
1479121435,02a0,8,00 00 6b 1d 01 04 dd 00,R
1479121435,329,8,dc b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 8c 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 df,R
1479121435,043f,8,00 40 60 ff 5a 64 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 64 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 64 66 6d 00 00 42,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 02 0e 34,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6f 16,R
1479121435,02a0,8,20 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,329,8,0c b9 7e 14 12 20 00 14,R
1479121435,130,8,f9 7f 00 ff 22 80 0e 7f,R
1479121435,131,8,05 80 00 00 4c 7f 0e da,R
1479121435,140,8,00 00 00 00 02 20 2e 5d,R
1479121435,545,8,d8 00 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 20,R
1479121435,043f,8,00 40 60 ff 5a 64 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 64 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 74 66 6d 00 00 52,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,2,8,00 00 00 00 00 02 0f 29,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6f 27,R
1479121435,130,8,fd 7f 00 ff 27 80 0f 82,R
1479121435,131,8,0e 80 00 00 4a 7f 0f f7,R
1479121435,140,8,00 00 00 00 04 00 2f 30,R
1479121435,02a0,8,40 00 6b 1d 01 04 dd 00,R
1479121435,329,8,0c b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 88 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 31,R
1479121435,043f,8,00 40 60 ff 5a 66 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 66 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 84 66 6d 00 00 a2,R
1479121435,690,8,00 00 00 00 a0 22 00 00,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 03 00 de,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6f 38,R
1479121435,02a0,8,60 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,329,8,0c b9 7e 14 12 20 00 14,R
1479121435,130,8,00 80 00 ff 0d 80 00 40,R
1479121435,131,8,0e 80 00 00 45 7f 00 ca,R
1479121435,140,8,00 00 00 00 02 13 20 ee,R
1479121435,545,8,d8 00 00 89 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 02,R
1479121435,043f,8,00 40 60 ff 5a 67 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 67 08 00,R
1479121435,05f0,2,f4 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 94 66 6d 00 00 b2,R
1479121435,2,8,00 00 00 00 00 03 01 c3,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6f 05,R
1479121435,02a0,8,00 00 6b 1d 01 04 dd 00,R
1479121435,130,8,02 80 00 ff fc 7f 01 a1,R
1479121435,131,8,0e 80 00 00 4e 7f 01 57,R
1479121435,140,8,00 00 00 00 04 03 21 42,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,329,8,0c b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 59 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 13,R
1479121435,043f,8,00 40 60 ff 5a 67 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 67 08 00,R
1479121435,00a0,8,5f 82 84 09 00 20 02 00,R
1479121435,00a1,8,80 81 00 00 25 00 00 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 a4 66 6d 00 00 82,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 03 02 e4,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,130,8,07 80 00 ff 00 80 02 71,R
1479121435,131,8,12 80 00 00 5c 7f 02 69,R
1479121435,140,8,00 00 00 00 06 33 22 a7,R
1479121435,260,8,1b 24 24 30 ff 90 6e 17,R
1479121435,02a0,8,20 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,329,8,0c b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 8a 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 64,R
1479121435,043f,8,00 40 60 ff 5a 69 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 69 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 b4 66 6d 00 00 92,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,2,8,00 00 00 00 00 03 03 f9,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6e 28,R
1479121435,130,8,07 80 00 ff 0d 80 03 e9,R
1479121435,131,8,00 80 00 00 5c 7f 03 77,R
1479121435,140,8,00 00 00 00 08 22 23 4b,R
1479121435,02a0,8,40 00 6b 1d 01 04 dd 00,R
1479121435,329,8,0c b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 8a 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 75,R
1479121435,043f,8,00 40 60 ff 5a 69 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 69 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 c4 66 6e 00 00 e1,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 03 04 aa,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6e 39,R
1479121435,02a0,8,60 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,329,8,0c b9 7e 14 12 20 00 14,R
1479121435,130,8,03 80 00 ff 0e 80 04 5f,R
1479121435,131,8,f7 7f 00 00 4f 7f 04 9e,R
1479121435,140,8,00 00 00 00 0a 21 24 cf,R
1479121435,545,8,d8 00 00 8a 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 46,R
1479121435,043f,8,00 40 60 ff 5a 6a 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 6a 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 d4 66 6d 00 00 f2,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,2,8,00 00 00 00 00 03 05 b7,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,316,8,05 24 84 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6e 06,R
1479121435,130,8,02 80 00 ff 05 80 05 9f,R
1479121435,131,8,fb 7f 00 00 46 7f 05 bb,R
1479121435,140,8,00 00 00 00 0c 23 25 4f,R
1479121435,02a0,8,00 00 6b 1d 01 04 dd 00,R
1479121435,329,8,0c b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 8a 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 57,R
1479121435,043f,8,00 40 60 ff 5a 6a 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 6a 08 00,R
1479121435,05f0,2,f4 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 e4 66 6d 00 00 c2,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 03 06 90,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6e 17,R
1479121435,02a0,8,20 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 80 09 24 23 00 7d,R
1479121435,329,8,40 b9 7e 14 12 20 00 14,R
1479121435,130,8,00 80 00 ff 0c 80 06 81,R
1479121435,131,8,f7 7f 00 00 4a 7f 06 2d,R
1479121435,140,8,00 00 00 00 0e 22 26 27,R
1479121435,545,8,d8 59 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 a8,R
1479121435,043f,8,00 40 60 ff 5a 67 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 67 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 f4 66 6d 00 00 d2,R
1479121435,04f0,8,00 00 00 80 00 4f 03 14,R
1479121435,2,8,00 00 00 00 00 03 07 8d,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,316,8,05 24 80 09 24 23 00 7d,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,260,8,1b 24 24 30 ff 90 6f 27,R
1479121435,130,8,fb 7f 00 ff 24 80 07 35,R
1479121435,131,8,ee 7f 00 00 54 7f 07 17,R
1479121435,140,8,00 00 00 00 10 28 27 e9,R
1479121435,02a0,8,40 00 6b 1d 01 04 dd 00,R
1479121435,329,8,40 b9 7e 14 12 20 00 14,R
1479121435,545,8,d8 00 00 8b 00 00 00 00,R
1479121435,02b0,5,8d ff 00 07 b9,R
1479121435,043f,8,00 40 60 ff 5a 64 08 00,R
1479121435,370,8,00 20 00 00 00 00 00 00,R
1479121435,440,8,ff 00 00 00 ff 64 08 00,R
1479121435,02c0,8,14 00 00 00 00 00 00 00,R
1479121435,350,8,05 28 04 66 6d 00 00 22,R
1479121435,430,8,00 00 00 00 00 00 00 00,R
1479121435,04b1,8,00 00 00 00 00 00 00 00,R
1479121435,01f1,8,00 00 00 00 00 00 00 00,R
1479121435,153,8,00 00 00 ff 00 ff 00 00,R
1479121435,2,8,00 00 00 00 00 03 08 36,R
1479121435,018f,8,fe 36 00 00 00 3c 00 00,R
1479121435,130,8,fb 7f 00 ff 39 80 08 13,R
1479121435,131,8,00 80 00 00 56 7f 08 b7,R
1479121435,140,8,00 00 00 00 12 33 28 6b,R
1479121435,260,8,1b 24 24 30 ff 90 6f 38,R
1479121435,02a0,8,60 00 6b 1d 01 04 dd 00,R
1479121435,316,8,05 24 80 09 24 23 00 7d,R
1479121435,329,8,40 b9 7e 14 12 20 00 14,R
